Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
3.73773   ,-5.07745e+01,-4.52913e+01,-5.28056e+01,-5.30822e+01,-6.06177e+01,-4.32838e+01,-5.02254e+01,-5.85031e+01,,         0.39833,4.70000e+01,
3.77089   ,-5.03241e+01,-4.44445e+01,-5.25194e+01,-5.33050e+01,-5.89994e+01,-4.21449e+01,-5.13318e+01,-5.81424e+01,,         0.40000,4.20000e+01,
3.80405   ,-5.31898e+01,-4.37626e+01,-5.29726e+01,-5.14437e+01,-6.14237e+01,-4.41909e+01,-5.18928e+01,-5.67549e+01,,         0.40167,3.60000e+01,
3.83720   ,-5.38990e+01,-4.52888e+01,-4.94597e+01,-5.06155e+01,-5.91618e+01,-4.21802e+01,-5.47132e+01,-5.65241e+01,,         0.40333,2.90000e+01,
3.87036   ,-4.84365e+01,-4.63899e+01,-5.11473e+01,-5.14082e+01,-6.05946e+01,-4.29241e+01,-5.58424e+01,-5.80800e+01,,         0.40500,2.10000e+01,
3.90352   ,-5.16921e+01,-4.46834e+01,-5.36311e+01,-5.01302e+01,-5.83442e+01,-4.30178e+01,-5.36200e+01,-5.29113e+01,,         0.40667,1.20000e+01,
3.93668   ,-4.94266e+01,-4.38339e+01,-5.10712e+01,-5.18340e+01,-6.09470e+01,-4.21925e+01,-5.28829e+01,-5.44455e+01,,         0.40833,3.00000e+00,
3.96984   ,-5.20828e+01,-4.49451e+01,-5.62734e+01,-5.18138e+01,-6.27916e+01,-4.15550e+01,-5.48909e+01,-5.68981e+01,,         0.41000,-5.00000e+00,
4.00300   ,-4.87982e+01,-4.38608e+01,-5.14118e+01,-5.23413e+01,-5.99317e+01,-4.06941e+01,-5.41016e+01,-5.42381e+01,,         0.41167,-1.30000e+01,
4.03615   ,-4.73555e+01,-4.21374e+01,-4.85681e+01,-5.20316e+01,-6.11982e+01,-3.91229e+01,-5.53313e+01,-5.61475e+01,,         0.41333,-2.10000e+01,
4.06931   ,-5.03207e+01,-4.50369e+01,-5.23845e+01,-5.27481e+01,-6.04334e+01,-4.07246e+01,-5.72441e+01,-5.65095e+01,,         0.41500,-2.70000e+01,
4.10247   ,-5.00207e+01,-4.72908e+01,-5.25982e+01,-5.35066e+01,-6.38471e+01,-4.12884e+01,-5.66771e+01,-5.70379e+01,,         0.41667,-3.30000e+01,
4.13563   ,-5.16634e+01,-5.27953e+01,-5.28292e+01,-5.40846e+01,-6.10133e+01,-4.31609e+01,-5.30913e+01,-5.42467e+01,,         0.41833,-3.80000e+01,
4.16879   ,-4.93319e+01,-4.90424e+01,-4.90124e+01,-5.39256e+01,-6.05247e+01,-4.66170e+01,-5.34388e+01,-5.85393e+01,,         0.42000,-4.30000e+01,
4.20195   ,-5.10345e+01,-5.07917e+01,-5.01066e+01,-5.09433e+01,-6.03068e+01,-4.62865e+01,-5.12164e+01,-6.11010e+01,,         0.42167,-4.60000e+01,
4.23510   ,-5.13683e+01,-5.19718e+01,-5.14715e+01,-5.13367e+01,-5.86085e+01,-4.65247e+01,-5.10355e+01,-5.68795e+01,,         0.42333,-4.90000e+01,
4.26826   ,-4.98313e+01,-5.09259e+01,-5.01053e+01,-5.04415e+01,-5.90361e+01,-4.67240e+01,-5.07478e+01,-6.39428e+01,,         0.42500,-5.20000e+01,
4.30142   ,-5.36811e+01,-4.87594e+01,-4.96893e+01,-5.23808e+01,-6.25747e+01,-4.45396e+01,-5.11587e+01,-6.25517e+01,,         0.42667,-5.40000e+01,
4.33458   ,-4.69633e+01,-5.07721e+01,-5.05664e+01,-5.18692e+01,-6.23944e+01,-4.67386e+01,-5.47139e+01,-5.71420e+01,,         0.42833,-5.50000e+01,
4.36774   ,-5.29140e+01,-5.04273e+01,-5.32998e+01,-5.41378e+01,-6.22290e+01,-4.55982e+01,-5.13311e+01,-5.47461e+01,,         0.43000,-5.70000e+01,
4.40090   ,-4.91152e+01,-4.85042e+01,-5.13197e+01,-5.22455e+01,-6.01635e+01,-4.78558e+01,-5.26316e+01,-5.83234e+01,,         0.43167,-5.80000e+01,
